longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,,predicted
-118.46,34.4,12,25957,4798,10475,4490,4.542,195300,<1H OCEAN,,213385
-122.19,37.71,36,361,69,158,58,5.5461,262500,NEAR BAY,,304200.03
-119.91,37.23,17,2171,389,1042,375,3.625,94400,INLAND,,114370
-121.92,37.3,36,2088,358,772,347,4.2762,310100,<1H OCEAN,,289653.01
-117.26,32.95,22,5484,1227,1947,1012,4.4375,500001,NEAR OCEAN,,313132.02
-119.01,35.37,33,821,181,579,172,1.2469,46700,INLAND,,58071
-117.67,33.49,15,2782,579,983,525,2.1935,183300,<1H OCEAN,,209661.19
-117.81,35.65,19,1124,290,598,261,1.8984,54300,INLAND,,73284.94
-118.42,33.98,3,475,155,236,153,3.6667,450000,<1H OCEAN,,304632.06
-122.4,37.76,52,1495,311,506,275,4.4375,320000,NEAR BAY,,296673.01
-119.84,36.81,18,2789,378,937,364,7.7062,188300,INLAND,,230432
-121.43,37.75,42,1207,278,699,279,3.3611,117600,INLAND,,123475
-118.22,34.09,36,1427,415,1835,410,2.48,138900,<1H OCEAN,,154281
-117.04,32.55,15,2206,648,2511,648,1.6348,93200,NEAR OCEAN,,117067
-117.14,33.15,16,1129,198,758,178,5.0346,174600,<1H OCEAN,,182570
-117.94,34.04,36,1431,354,1367,334,3.5592,160200,<1H OCEAN,,158252
-117.93,34.57,5,5613,1060,3569,999,3.1946,132700,INLAND,,140289
-118.37,34.16,25,2450,618,1054,578,3.6375,262500,<1H OCEAN,,295010.01
-117.1,34.21,22,4397,931,1145,445,4.5268,108400,INLAND,,136995
-122.42,40.44,16,994,,495,181,2.1875,76400,INLAND,,81406
-121.47,38.54,47,2085,464,1346,402,1.2679,56700,INLAND,,67531
-118.14,34.08,30,1433,397,1110,346,2.3464,191700,<1H OCEAN,,199091
-118.39,34.23,18,3405,831,3001,795,3.0083,181900,<1H OCEAN,,186696
-121.41,38.69,28,1601,308,848,305,3.6429,105200,INLAND,,106590
-123.8,39.44,33,2024,459,1019,422,1.9208,93600,<1H OCEAN,,97758
-117.71,33.54,7,4907,577,1883,556,10.4415,453800,<1H OCEAN,,464979.6
-121.5,38.56,46,2646,645,1684,616,1.128,123100,INLAND,,97079
-117.24,32.75,36,2831,669,1279,660,2.9896,252700,NEAR OCEAN,,252157
-118.26,33.82,28,5091,1074,4753,1033,3.6477,117400,<1H OCEAN,,205142.01
-117.95,33.71,16,6058,1715,3285,1495,3.4133,290900,<1H OCEAN,,185401
-117.24,32.75,41,1989,514,1015,489,2.79,226000,NEAR OCEAN,,262267
-121.35,38.04,12,6217,1019,3771,961,3.7206,146000,INLAND,,133702
-117.57,33.88,39,679,164,769,179,2.3036,110600,INLAND,,119290
-117.24,32.94,12,2165,437,792,386,5.2648,294400,NEAR OCEAN,,280935.05
-121.63,39.12,34,1991,348,804,344,3.4492,98800,INLAND,,118020
-117.9,33.8,27,2176,442,1440,418,4.375,212500,<1H OCEAN,,192712
-122.01,38.26,12,4132,710,2087,633,4.5987,139700,INLAND,,163477
-118.44,34.17,29,2685,642,1085,599,3.2763,279400,<1H OCEAN,,278047.01
-117.92,33.9,13,1814,320,1010,313,6.3489,337900,<1H OCEAN,,276473
-122.64,38.01,36,1336,258,678,249,5.5789,292000,NEAR OCEAN,,342586.04
-119.97,36.44,18,1128,237,772,220,2.1771,39200,INLAND,,65078.99
-117.95,33.79,34,2912,520,1625,501,4.4667,190600,<1H OCEAN,,204419
-118.05,33.84,21,4890,653,2295,654,6.983,329700,<1H OCEAN,,339889
-121.26,37.95,44,819,184,677,183,1.725,59300,INLAND,,66503
-118.96,37.64,11,3934,697,901,345,4.2381,242700,INLAND,,131849
-121.64,39.11,18,3212,542,1817,508,3.3793,92900,INLAND,,108474
-117.12,32.76,28,2160,608,1339,571,1.9152,128100,NEAR OCEAN,,124949
-116.92,32.86,11,2204,518,1472,497,2.3693,127000,<1H OCEAN,,126591
-118.83,34.33,6,6679,1164,3196,1157,5.4493,242600,<1H OCEAN,,274407.04
-122.39,37.78,3,3464,1179,1441,919,4.7105,275000,NEAR BAY,,258002.11
-117.25,32.73,38,1840,291,633,283,4.9125,383600,NEAR OCEAN,,383799.1
-120.84,35.3,15,2062,327,781,316,4.9359,317700,NEAR OCEAN,,270476.01
-117.98,33.7,17,1997,340,952,341,4.4148,239200,<1H OCEAN,,219901
-122.24,37.77,52,1153,235,481,223,2.6411,241000,NEAR BAY,,157001
-121.36,38.66,22,2878,599,1362,541,2.7955,96500,INLAND,,123899
-122.5,37.92,32,2639,415,1013,408,6.1632,349200,NEAR BAY,,387941.11
-120.84,37.48,10,2874,612,1960,596,2.7381,104600,INLAND,,112060
-118.31,33.88,21,1490,430,686,400,2.3812,237500,<1H OCEAN,,208798
-118.09,34.68,4,23386,4171,10493,3671,4.0211,144000,INLAND,,142835
-119.23,35.77,26,2636,468,1416,485,4.1917,84000,INLAND,,93466
-118.32,34.19,37,1519,331,613,315,3.0179,272500,<1H OCEAN,,235392.01
-118.52,34.22,35,1275,222,959,226,5.0282,195400,<1H OCEAN,,211496
-118.3,34.1,25,3926,1715,4865,1612,1.6112,262500,<1H OCEAN,,190299.01
-121.25,36.32,12,4776,1082,4601,1066,2.9184,100500,<1H OCEAN,,145162
-118.15,33.94,36,1948,341,992,363,4.2594,242400,<1H OCEAN,,236353
-117.43,34.01,34,2101,426,1150,377,3.0909,98300,INLAND,,110359
-122.56,37.9,48,1550,253,641,276,8.634,463500,NEAR BAY,,465649.49
-120.84,37.51,20,1901,313,1258,320,3.8958,126800,INLAND,,143815
-118.28,34.06,52,936,454,990,354,1.1122,187500,<1H OCEAN,,241208.02
-119.17,34.15,18,2509,688,3129,677,2.6098,146100,NEAR OCEAN,,285909
-122.04,37.35,28,1582,264,696,270,5.678,370100,<1H OCEAN,,320716.03
-122.28,37.87,52,1813,353,828,339,3.5625,191700,NEAR BAY,,218639
-118.06,33.91,24,4880,1044,4516,1050,4.1387,157700,<1H OCEAN,,196279
-118.47,34.15,43,804,117,267,110,8.2269,500001,<1H OCEAN,,479685.78
-118.48,34.04,47,1956,277,724,277,8.9616,500001,<1H OCEAN,,495580.94
-117.08,32.76,27,1221,254,606,259,3.0833,155400,NEAR OCEAN,,193634
-118.71,34.3,20,1586,187,699,209,6.5483,335000,<1H OCEAN,,300421.05
-118.2,34.04,18,796,227,547,218,1.0333,135400,<1H OCEAN,,167970.01
-122.04,37.88,32,3250,550,1230,557,4.6424,312700,NEAR BAY,,293361.02
-117.76,33.83,15,3086,457,1262,436,6.4415,300700,<1H OCEAN,,295804
-117.11,33.74,18,4799,1035,1966,944,2.1182,71300,INLAND,,107539
-122.22,37.84,50,2935,473,1031,479,7.5,295200,NEAR BAY,,353795.03
-115.37,32.82,30,1602,322,1130,335,3.5735,71100,INLAND,,87329
-118.11,34.16,52,3158,459,1229,444,5.4223,325600,INLAND,,344482.01
-116.76,34.23,10,4374,989,1020,376,2.6071,89000,INLAND,,101705
-122.12,37.42,36,2607,551,1165,523,5.1524,373100,NEAR BAY,,350780.13
-117.23,32.78,35,1649,355,746,360,4.6293,356500,NEAR OCEAN,,261554.01
-118.44,34.19,19,3487,959,2278,835,2.6709,215500,<1H OCEAN,,209375
-120.9,37.64,26,1762,418,855,308,1.6767,81300,INLAND,,88974
-117.27,34.05,34,1703,395,849,359,3.1607,138200,INLAND,,110667
-120.85,37.06,31,2609,645,1796,629,1.5479,82000,INLAND,,77637
-116.99,32.7,15,3660,622,2629,612,4.0444,150100,NEAR OCEAN,,157070
-121.6,39.15,19,1396,336,940,309,1.5208,70300,INLAND,,92352
-117.32,34.55,18,279,59,188,60,0.8246,91700,INLAND,,94176.98
-121.47,38.49,17,3595,790,2760,770,2.3233,78800,INLAND,,100403
-118.45,34.23,15,5738,1767,4620,1581,2.3584,157600,<1H OCEAN,,178825
-118.08,34.12,27,1685,341,757,317,4.2434,270500,<1H OCEAN,,256762.01
-117.96,33.94,31,2397,518,1407,476,2.6641,185200,<1H OCEAN,,178612
-118.14,34.06,27,5257,1082,3496,1036,3.3906,237200,<1H OCEAN,,244567
-118.88,34.17,15,4260,,1701,669,5.1033,410700,<1H OCEAN,,269875.03
-117.23,33.77,5,2108,496,1666,461,2,83000,INLAND,,104096
-117.88,33.85,26,3924,781,2332,725,3.7772,223900,<1H OCEAN,,207881
-121.3,38.03,13,1014,200,712,197,3.1471,102800,INLAND,,117534
-117.9,33.99,18,8076,1789,5325,1707,3.443,171900,<1H OCEAN,,189393
-117.24,32.74,44,1488,259,667,281,4.0862,321800,NEAR OCEAN,,319177.02
-124.18,40.78,33,1076,222,656,236,2.5096,72200,NEAR OCEAN,,75931
-118.1,33.91,35,1592,335,1238,320,4.9732,165000,<1H OCEAN,,189346
-122.06,37.77,12,14316,2045,5781,2007,7.2634,341600,NEAR BAY,,357039.07
-121.68,39.15,14,2774,451,1292,428,4.3833,115200,INLAND,,136398
-117.14,32.7,32,1280,353,1335,330,1.6023,77300,NEAR OCEAN,,86234
-117.02,32.76,15,1204,326,543,326,1.0278,154200,<1H OCEAN,,146190
-117.86,33.62,17,2975,371,1247,398,10.1989,500001,<1H OCEAN,,468923.57
-117.13,32.79,35,1362,243,698,255,3.6458,173800,NEAR OCEAN,,164057
-118.2,34.04,52,1249,307,1223,297,2.07,136300,<1H OCEAN,,142786
-120.57,38.2,13,4110,847,1796,706,2.6417,122300,INLAND,,125269
-118.17,33.96,25,2249,681,2621,628,2.3,164200,<1H OCEAN,,159757
-117.74,33.46,9,6564,1316,1720,904,4.89,454100,<1H OCEAN,,270630.06
-117.18,34.54,5,3772,619,2097,635,3.8194,98500,INLAND,,131404
-118.42,34.18,40,1013,150,449,166,5.7143,382400,<1H OCEAN,,364173.07
-119.69,34.38,39,1383,459,677,362,2.25,281300,NEAR OCEAN,,278322.05
-117.27,33.03,19,2899,499,1356,512,4.87,220900,NEAR OCEAN,,285683.02
-118.41,34.25,36,1146,259,1173,272,3.6016,153800,<1H OCEAN,,158988
-118.66,34.02,23,8798,1465,2750,1208,8.7364,500001,NEAR OCEAN,,480468.72
-122.15,37.74,43,1383,275,853,272,3.5083,122000,NEAR BAY,,141893
-120.85,37.49,39,2840,733,2606,737,1.9429,76400,INLAND,,74223
-118.29,34.17,12,2238,682,1882,611,2.9,208300,<1H OCEAN,,227495
-122.7,38.43,28,1585,412,1362,424,1.6685,114100,<1H OCEAN,,147626
-117.76,33.86,14,3666,442,1400,433,10.1316,500001,<1H OCEAN,,438691.24
-122.58,38.15,9,1302,177,682,190,7.5,423200,<1H OCEAN,,365405.17
-118.32,34.04,39,2965,812,2638,794,2.532,172700,<1H OCEAN,,192893.01
-120.46,36.87,20,1287,310,954,269,1.3386,63000,INLAND,,59572
-117.92,33.7,15,3201,,1510,622,4.2708,161700,<1H OCEAN,,197445
-121.59,39.39,22,2515,482,1284,462,2.1776,73800,INLAND,,68202
-117.94,34.02,27,5026,955,3899,930,3.871,162900,<1H OCEAN,,180697
-120.45,34.94,26,1058,232,891,243,3.6422,120600,<1H OCEAN,,178556
-117.12,32.76,23,2681,717,1279,648,2.1597,116100,NEAR OCEAN,,129886
-117.34,34,27,321,64,214,67,3.175,101600,INLAND,,120875
-118.05,34.1,30,2143,427,1107,416,4.2321,252200,INLAND,,243303
-118.19,33.82,19,2953,895,1914,855,3.5521,290000,NEAR OCEAN,,227676.01
-117.38,34.06,17,3139,569,1612,516,3.3571,112300,INLAND,,115784
-121.27,37.97,39,1023,243,550,224,1.1141,54400,INLAND,,72235
-122.18,39.75,30,4157,834,1885,774,1.6948,67500,INLAND,,64809
-118.49,34.03,32,3851,900,1456,836,4.5208,442100,<1H OCEAN,,453743.32
-117.68,33.54,5,2840,403,1363,403,7.618,341400,<1H OCEAN,,326004
-122.92,39.05,38,3131,624,1591,568,2.5457,80700,INLAND,,119280
-120,38.92,26,529,116,191,83,3.5,103600,INLAND,,134311
-121.2,37.79,36,866,160,502,149,2.4798,101500,INLAND,,103842
-117.3,34.11,42,525,111,444,120,2.6771,67000,INLAND,,79746
-118.38,33.86,24,3124,560,1312,542,6.3021,333800,<1H OCEAN,,334997.05
-117.01,33.75,15,2873,903,1094,659,1.8015,105100,INLAND,,105762
-118.04,33.99,47,2530,565,1262,509,3.6475,197100,<1H OCEAN,,205355
-121.25,38.69,24,1014,185,606,194,4.1607,112800,INLAND,,153495
-122.09,37.65,35,1130,192,543,184,4.3897,190600,NEAR BAY,,196513
-121.26,37.96,43,940,208,690,181,2.3056,62300,INLAND,,83934
-117.35,33.97,27,3960,886,2807,838,3.024,122500,INLAND,,107951
-118.2,33.91,36,2283,499,1836,462,2.8793,118100,<1H OCEAN,,132616
-118.46,34.02,46,2571,502,1225,501,6.0436,473000,<1H OCEAN,,423277.26
-118.32,33.94,37,1487,296,863,291,3.1563,186200,<1H OCEAN,,148079
-118.25,33.8,36,1697,394,1274,396,3.35,163100,<1H OCEAN,,170666
-119.75,36.75,49,2331,460,1290,477,2.5111,55400,INLAND,,69623
-122.24,38.14,15,8479,1759,5008,1646,3.724,131600,NEAR BAY,,162647
-119.05,36.07,21,2472,523,1238,504,1.7756,62900,INLAND,,65369
-120.82,37.49,25,1611,285,882,261,3.5547,122400,INLAND,,137839
-121.96,37.06,16,1321,224,650,206,6.3258,390000,NEAR OCEAN,,324506.06
-122.13,37.45,37,1287,197,510,206,7.9029,500001,NEAR BAY,,466989.71
-118.05,33.82,25,1548,279,732,265,5.123,159600,<1H OCEAN,,229073
-122.03,38.25,13,3334,541,1923,538,4.0905,134800,INLAND,,148028
-121.94,37.33,36,1893,359,797,360,3.6818,257600,<1H OCEAN,,261601
-118,33.73,26,2236,280,809,282,6.7395,342800,<1H OCEAN,,317672.02
-118.32,33.89,44,1300,252,695,249,5.1669,220600,<1H OCEAN,,239642.01
-122.05,37.95,22,5175,1213,2804,1091,2.85,144600,NEAR BAY,,185946
-118.23,34.16,31,3105,582,1359,547,5.1718,429100,<1H OCEAN,,294327.09
-121.46,38.61,43,705,178,464,159,2.4205,60900,INLAND,,117180
-117.14,32.71,52,800,313,1337,282,1.5594,87500,NEAR OCEAN,,89511
-122.46,37.71,47,1527,283,1102,282,4,231600,NEAR OCEAN,,239089
-121.49,38.53,40,2966,536,1225,505,3.125,130600,INLAND,,108025
-118.49,34.22,30,1756,314,899,288,5.0325,238200,<1H OCEAN,,228695
-122.03,37.69,20,200,25,83,31,6.5,340000,NEAR BAY,,305366.01
-117.62,33.77,43,1911,439,930,433,4.6369,186400,<1H OCEAN,,228426.04
-118.07,34.12,30,2201,559,1194,531,4.1136,279900,INLAND,,262378
-118.1,33.96,36,2013,435,1476,475,3.9549,192100,<1H OCEAN,,171027
-118.36,34.03,43,1690,379,1017,359,2.1078,133500,<1H OCEAN,,146392
-117.27,34.17,16,30,3,49,8,4.625,250000,INLAND,,190987.04
-121.62,36.63,52,1437,298,836,257,3.6286,165500,<1H OCEAN,,236862.01
-118.53,34.26,18,3674,,1590,550,8.176,308400,<1H OCEAN,,402361.1
-118.52,34.04,47,1985,315,819,340,6.5147,500001,<1H OCEAN,,454458.56
-122.4,37.73,42,1413,406,1027,362,2.3625,233000,NEAR BAY,,216238.02
-117.84,33.66,5,1688,430,857,402,3.7857,231600,<1H OCEAN,,249875.07
-122,37.96,28,4071,713,2033,647,4.5833,190700,INLAND,,178849
-118.29,33.96,36,1717,417,902,368,1.4868,113200,<1H OCEAN,,106176
-121.53,39.53,35,1806,293,683,295,4.5156,91200,INLAND,,146574
-121.99,37.34,27,3353,653,1571,621,5.273,315600,<1H OCEAN,,316379
-122.23,40.2,17,762,138,322,139,4.2917,128800,INLAND,,152994
-117.25,32.73,37,2224,331,821,341,6.3331,400000,NEAR OCEAN,,414311.18
-118.38,33.81,41,1889,301,802,278,6.015,488500,NEAR OCEAN,,390079.27
-122,37.28,35,3133,541,1449,555,5.7295,346100,<1H OCEAN,,325903
-118.19,33.79,29,3497,1096,2994,919,1.8109,137500,NEAR OCEAN,,142593
-118.26,33.94,45,1080,218,850,237,2.25,93400,<1H OCEAN,,109092
-117.64,33.88,13,8010,1366,3920,1309,5.536,204800,<1H OCEAN,,239354
-122.41,37.61,43,1934,303,847,300,4.7381,347400,NEAR OCEAN,,321445.01
-117.87,33.87,7,2663,642,1367,677,4.6563,162400,<1H OCEAN,,189073
-116.47,33.84,3,9169,1512,3838,1270,4.3111,142500,INLAND,,172985.02
-118.47,34.19,41,1104,196,495,196,5.0929,225000,<1H OCEAN,,288472.03
-119.84,34.44,28,977,162,537,159,4.2404,274300,NEAR OCEAN,,292718
-120.44,34.65,30,2265,512,1402,471,1.975,134000,NEAR OCEAN,,142028
-118.1,33.9,37,796,175,740,183,3.6,156400,<1H OCEAN,,167450
-118.25,33.93,42,763,191,754,174,2.0486,101800,<1H OCEAN,,97417
-117.07,32.63,37,2372,444,1056,419,3.7583,145500,NEAR OCEAN,,149655
-122.33,38.33,15,3193,468,1303,426,5.3017,202600,NEAR BAY,,230930
-118.37,34.04,43,1465,278,727,290,4.0781,289400,<1H OCEAN,,263834.07
-121.88,37.39,13,3334,565,2240,561,7.105,273900,<1H OCEAN,,336680.02
-121.22,37.72,34,2123,387,1310,368,2.6368,165600,INLAND,,90311
-121.29,36.9,17,3610,593,1734,559,5.8324,374200,INLAND,,239155
-122.96,38.42,50,2530,524,940,361,2.9375,122900,<1H OCEAN,,165826.01
-121.84,37.32,14,5762,1538,3979,1389,3.6953,192600,<1H OCEAN,,222606
-119.56,36.09,14,1267,290,1077,279,1.85,52300,INLAND,,56456
-117.13,32.91,16,2715,581,1619,584,4,154700,<1H OCEAN,,162764
-118.99,35.4,43,2225,392,890,374,4.0208,90400,INLAND,,103440
-118.04,33.83,20,1488,312,972,283,4.055,201900,<1H OCEAN,,209064
-121.95,36.61,31,1736,250,497,170,6.3835,407800,NEAR OCEAN,,398301.17
-122.29,37.48,15,5480,892,2009,831,7.4678,500001,NEAR OCEAN,,434501.35
-122.3,37.52,38,2769,387,994,395,5.5902,417000,NEAR OCEAN,,375036.02
-122.34,37.93,30,2515,481,1327,428,2.1287,95000,NEAR BAY,,111909
-117.33,34.03,18,2342,402,1264,382,4.7986,123700,INLAND,,145732
-122.5,37.76,52,2018,422,1142,463,3.7083,307700,NEAR OCEAN,,301721
-121.03,37.69,5,4034,771,1967,742,3.8065,146000,INLAND,,152598
-118.28,33.74,16,855,271,486,250,0.7591,350000,NEAR OCEAN,,198903
-118.1,33.82,36,1930,354,915,328,5.2713,244400,<1H OCEAN,,244287
-121.37,38.01,15,2430,315,1016,314,10.0088,242000,INLAND,,405624.3
-118.2,34.2,44,2890,438,1219,429,6.987,500001,<1H OCEAN,,434710.33
-121.84,36.61,26,2902,761,2258,719,2.5663,128900,<1H OCEAN,,165972
-119.52,34.4,20,1834,477,1305,417,3.2125,251000,NEAR OCEAN,,268293.02
-117.98,34,22,3632,538,1968,566,6.019,324900,<1H OCEAN,,263741.02
-118.42,37.36,18,2281,520,1425,465,1.7388,54400,INLAND,,105685
-115.54,32.98,27,1513,395,1121,381,1.9464,60600,INLAND,,65194
-122.36,37.95,40,408,102,302,81,1.8333,69800,NEAR BAY,,95291
-117.29,32.92,25,2355,381,823,358,6.8322,500001,NEAR OCEAN,,370136.21
-116.25,33.75,33,278,91,375,81,2.025,50000,INLAND,,68207
-117.34,33.98,10,17286,4952,9851,4616,1.7579,103400,INLAND,,105302
-119.78,36.27,29,1871,315,1066,309,4.5714,100800,INLAND,,127502
-120.1,39.33,9,2738,510,1193,412,4.3958,124800,INLAND,,158308
-122.04,37.96,16,2913,723,1705,693,2.9097,106300,NEAR BAY,,161569
-117.91,33.65,19,1589,421,1118,394,4.1029,213400,<1H OCEAN,,228049.01
-118.99,34.23,9,10618,1617,4830,1606,6.6246,284200,<1H OCEAN,,341821.1
-119.27,34.29,32,2274,406,982,393,5.3254,385200,NEAR OCEAN,,312755.02
-118.32,34.03,50,1845,349,1109,335,2.8971,127800,<1H OCEAN,,149931
-117.2,33.2,16,4409,629,1875,609,5.543,286400,<1H OCEAN,,292141.04
-117.81,33.71,16,2666,387,1227,347,7.3769,302400,<1H OCEAN,,320583
-118.31,33.98,52,1837,426,1062,343,2,96500,<1H OCEAN,,113651
-122.3,37.88,46,1647,376,854,355,2.9,144800,NEAR BAY,,207401
-118.65,34.18,26,4607,656,1769,643,7.4918,367600,<1H OCEAN,,372749.03
-118.39,34.01,25,1101,285,543,294,2.3571,340600,<1H OCEAN,,219058.01
-117.94,33.65,20,5476,1073,2327,963,5.6637,222100,<1H OCEAN,,319671.05
-122.28,37.5,33,6499,998,2694,957,7.4787,431300,NEAR OCEAN,,447824.13
-121.96,37.81,12,6488,778,2404,765,8.3188,403400,<1H OCEAN,,406585.03
-122.43,37.8,52,2802,622,954,572,4.5399,500001,NEAR BAY,,491933.85
-119.77,36.79,34,2679,460,1141,470,3.2642,89600,INLAND,,87133
-122.41,40.58,35,2072,385,1029,375,2.8512,75600,INLAND,,91941
-118.14,34.03,44,2003,390,1291,392,4.0625,201100,<1H OCEAN,,204271
-119.45,36.35,22,1824,333,1076,282,2.3365,69600,INLAND,,75227
-118.46,34,36,1392,260,679,247,4.7344,346900,<1H OCEAN,,396489.22
-122.24,40.45,27,1804,321,782,300,3.5978,80600,INLAND,,89136
-117.25,32.78,21,1479,484,658,384,2.45,350000,NEAR OCEAN,,216987.01
-121.29,38.14,34,1500,337,674,282,2.515,110800,INLAND,,110288
-118.84,34.16,18,6075,1056,2571,1018,5.22,399400,<1H OCEAN,,346370.23
-120.47,37.29,16,749,222,1277,224,1.2054,60900,INLAND,,70642
-122.8,38.37,26,1634,315,909,317,4.1731,257200,<1H OCEAN,,244626.01
-117.08,32.62,28,2468,506,1353,522,3.0771,158600,NEAR OCEAN,,140722
-119.71,34.41,18,1225,317,694,306,3.6823,255000,NEAR OCEAN,,257990.03
-117.96,34.04,35,1141,212,924,212,3.1591,148300,<1H OCEAN,,158843
-122.06,37.99,16,2445,469,721,474,2.8043,87500,NEAR BAY,,167920
-121.25,38.14,16,1174,242,464,261,2.3,133300,INLAND,,116415
-121.26,37.88,42,465,93,256,93,3.1719,158300,INLAND,,159525
-122.28,40.5,21,2405,476,1197,412,2.6488,83100,INLAND,,96055
-117.98,33.84,31,1252,225,714,226,4.6042,220700,<1H OCEAN,,196670
-122.09,37.37,34,2165,355,776,339,5.2971,442100,NEAR BAY,,338666.09
-118.08,33.93,34,1558,375,1179,337,3.2188,165100,<1H OCEAN,,161985
-121.84,37.25,25,5939,989,3275,954,5.6488,234600,<1H OCEAN,,277155.01
-115.56,32.78,29,1568,283,848,245,3.1597,76200,INLAND,,76005
-117.37,33.7,8,4345,865,2425,785,3.2481,123800,<1H OCEAN,,141399
-119.78,34.48,21,2377,322,1007,328,7.9248,500001,NEAR OCEAN,,435932.22
-118.58,34.2,37,1389,252,826,249,5.015,220900,<1H OCEAN,,262215.05
-119.22,34.26,16,2596,625,1403,562,3.4018,145200,NEAR OCEAN,,205497
-122.09,37.39,34,1508,483,774,443,2.7279,365600,NEAR BAY,,205711
-118.37,34.05,48,1266,234,539,222,4.005,275000,<1H OCEAN,,371167.06
-119.24,36.33,9,3289,621,1866,631,3.1599,95000,INLAND,,88389
-117.68,34.15,4,4082,578,1996,580,6.7813,286300,INLAND,,269708
-117.78,34.11,23,7079,1381,3205,1327,3.0735,212300,INLAND,,170531
-119.65,36.34,46,1730,337,752,323,1.8529,67200,INLAND,,60737
-118.15,34.07,40,1072,204,940,200,3.125,242700,<1H OCEAN,,185021
-121.75,36.91,52,1211,447,1102,392,1.6875,161400,<1H OCEAN,,157085
-121.65,36.77,15,2191,358,1150,330,4.7969,227500,<1H OCEAN,,238511
-117.75,33.61,17,2499,566,781,522,3.1779,186500,<1H OCEAN,,178333.03
-117.41,33.94,22,4179,1081,2096,1013,2.4435,118500,INLAND,,111677
-117.88,33.85,25,1234,351,507,285,2.3173,225000,<1H OCEAN,,188120
-117.09,32.91,9,2012,316,802,289,6.5706,255700,<1H OCEAN,,276865.01
-119.18,35.5,36,1253,259,932,249,2.1635,110400,INLAND,,60659
-118.08,34.1,36,2679,548,1605,533,3.5313,213200,<1H OCEAN,,220340
-118.15,34.2,37,1997,361,1037,363,3.7932,210300,INLAND,,248277
-122.49,37.78,46,3304,792,1783,777,3.6148,352200,NEAR BAY,,342344.03
-119.79,36.32,19,3252,614,1971,607,3.0667,75800,INLAND,,84901
-117.66,34.09,23,1426,313,954,319,3.0357,151500,INLAND,,126853
-122.29,37.81,50,760,190,377,122,0.9011,86100,NEAR BAY,,97430
-118.27,33.79,26,2109,651,2120,605,2.1447,158700,<1H OCEAN,,153754
-118.37,34.03,43,1350,287,811,307,3.3636,140900,<1H OCEAN,,232444.01
-117.96,33.83,29,1194,176,474,170,6.1001,298900,<1H OCEAN,,269895.07
-119.2,34.27,8,4942,1173,3012,1033,3.445,203400,NEAR OCEAN,,208145
-118.27,33.98,39,2062,588,1933,570,1.3801,97000,<1H OCEAN,,98456
-119.17,34.26,10,3654,541,1638,551,6.1885,267300,NEAR OCEAN,,342295.11
-118.5,34.52,3,6577,1056,3032,1004,5.9263,251800,INLAND,,230192
-122.27,40.46,14,2633,530,1324,513,2.2768,78600,INLAND,,85262
-117.89,33.71,24,4365,804,2663,753,4.5814,233300,<1H OCEAN,,202354
-121.82,37.37,42,2913,577,1873,580,3.7214,167900,<1H OCEAN,,184493
-117.71,33.54,15,2460,368,962,320,7.3878,318300,<1H OCEAN,,325555
-122.48,38.54,37,1898,359,973,340,4.2096,256600,INLAND,,238472
-117.94,34.09,21,2707,675,1742,626,2.1062,176700,<1H OCEAN,,169300
-117.15,32.74,26,3149,832,1320,808,3.0259,211700,NEAR OCEAN,,207855
-118.25,34.02,32,1375,448,1698,432,1.6302,130700,<1H OCEAN,,116567
-117.38,34.11,36,1497,264,894,275,3.3066,96300,INLAND,,104468
-117.38,34.13,23,1326,300,722,263,2.1856,107800,INLAND,,96135
-121.8,38.68,11,3851,892,1847,747,3.4331,120600,INLAND,,133409
-122.06,37.34,20,3435,593,1293,553,6.7578,451400,<1H OCEAN,,360764.09
-117.43,33.93,36,2386,396,1176,374,4.5122,113300,INLAND,,141772
-117.06,33.13,12,8742,2114,4854,1957,2.8015,143500,<1H OCEAN,,145998
-118.52,34.32,18,7498,976,3189,955,8.1248,374000,<1H OCEAN,,395657.07
-117.91,33.94,15,5799,842,2314,787,6.3433,350500,<1H OCEAN,,292250
-118.32,34.14,23,4574,1423,1624,995,4.0965,500001,<1H OCEAN,,401468.22
-118.49,34.13,24,4394,,1443,528,11.2979,500001,<1H OCEAN,,499872.99
-121.94,37.25,16,3942,749,1894,737,5.2894,332800,<1H OCEAN,,274540
-121.44,38.63,38,1673,399,1116,382,1.3302,62200,INLAND,,64391
-118.74,34.26,22,4337,673,2347,636,5.4091,222400,<1H OCEAN,,245784
-119.38,36.53,38,1281,,1423,293,1.9602,51400,INLAND,,57511
-117.95,33.93,37,2633,630,1904,630,2.6123,161300,<1H OCEAN,,164034
-119.69,36.82,17,1897,433,1207,384,1.8021,55900,INLAND,,65011
-121.1,39.08,13,1110,216,602,209,2.5887,144400,INLAND,,130088
